1.050000000000000000e+01 9.618566055045872565e-28 1.737669480875989825e+00 -3.055848187710918040e+00 9.735499999499990463e+09
1.071927577522989239e+01 1.004635685419327800e-27 1.737647751718925049e+00 -3.029618722143454512e+00 9.536348549868141174e+09
1.094313077575527693e+01 1.050855389426811378e-27 1.737626523831662828e+00 -3.003156633578207391e+00 9.341270984463306427e+09
1.117166063140250643e+01 1.101516933865293411e-27 1.737605831808259449e+00 -2.976466047343822030e+00 9.150183967047075272e+09
1.140496296907451068e+01 1.156421176702483938e-27 1.737585690579347641e+00 -2.949551197034496752e+00 8.963005866124731064e+09
1.164313745445661041e+01 1.216820478714405286e-27 1.737566130071573678e+00 -2.922416768471197912e+00 8.779656720072698593e+09
1.188628583459319721e+01 1.282570710884382093e-27 1.737547166274416632e+00 -2.895067253863223833e+00 8.600058202979314804e+09
1.213451198135363462e+01 1.354688349909850354e-27 1.737528819395608215e+00 -2.867507501707361683e+00 8.424133591184345245e+09
1.238792193580579948e+01 1.433483434271156436e-27 1.737511101158061289e+00 -2.839742737151292218e+00 8.251807730503001213e+09
1.264662395351639113e+01 1.519885139721482493e-27 1.737494025658009589e+00 -2.811777784534102320e+00 8.083007004120410919e+09
1.291072855079717563e+01 1.614049514331287145e-27 1.737477596529757529e+00 -2.783618173820102903e+00 7.917659301142857552e+09
1.318034855191705823e+01 1.717106811806269730e-27 1.737461817263328712e+00 -2.755269689081366824e+00 7.755693985792367935e+09
1.345559913730009427e+01 1.829760558534790480e-27 1.737446687376711818e+00 -2.726737556088485892e+00 7.597041867231307030e+09
1.373659789273001408e+01 1.953070751432838261e-27 1.737432204883909703e+00 -2.698027563331462986e+00 7.441635170004561424e+09
1.402346485958236499e+01 2.087768199925181257e-27 1.737418363784764219e+00 -2.669145918178257748e+00 7.289407505086049080e+09
1.431632258610561159e+01 2.234545272395519999e-27 1.737405153756788723e+00 -2.640098306031565922e+00 7.140293841517663002e+09
1.461529617977318551e+01 2.394660856156348141e-27 1.737392560892981219e+00 -2.610890920960670769e+00 6.994230478628347397e+09
1.492051336072883672e+01 2.569437694761760710e-27 1.737380573434585740e+00 -2.581530200381116025e+00 6.851155018821462631e+09
1.523210451634805551e+01 2.758859810864773288e-27 1.737369171231106790e+00 -2.552022758542054515e+00 6.711006340918821335e+09
1.555020275693900444e+01 2.965169173196780840e-27 1.737358335701282952e+00 -2.522375127960493124e+00 6.573724574049997330e+09
1.587494397260660506e+01 3.189318482111540146e-27 1.737348047641901649e+00 -2.492593300985868954e+00 6.439251072075772285e+09
1.620646689130417784e+01 3.432272812327312822e-27 1.737338285737801247e+00 -2.462684202882717166e+00 6.307528388534767151e+09
1.654491313809735331e+01 3.695236729705476539e-27 1.737329027303794904e+00 -2.432654911089003225e+00 6.178500252102609634e+09
1.689042729566568823e+01 3.979432514423596125e-27 1.737320249610871503e+00 -2.402512323249997639e+00 6.052111542552979469e+09
1.724315696606771198e+01 4.285955252058419082e-27 1.737311928891604573e+00 -2.372263207961838649e+00 5.928308267210652351e+09
1.760325283379583539e+01 4.616888361006189736e-27 1.737304042792279679e+00 -2.341914296606610879e+00 5.807037537885979652e+09
1.797086873014806230e+01 4.973380025156916170e-27 1.737296569224602960e+00 -2.311473420093300923e+00 5.688247548281316757e+09
1.834616169894405147e+01 5.356811880245135100e-27 1.737289486038791964e+00 -2.280946806680756112e+00 5.571887551859618187e+09
1.872929206361347099e+01 5.768788154795071683e-27 1.737282772241553586e+00 -2.250341360435101468e+00 5.457907840165743828e+09
1.912042349568546484e+01 6.209689413812040950e-27 1.737276406271326845e+00 -2.219665034901133094e+00 5.346259721591238976e+09
1.951972308470836026e+01 6.681923851887121704e-27 1.737270367761890588e+00 -2.188924629247914755e+00 5.236895500573503494e+09
1.992736140962952618e+01 7.186918293174701060e-27 1.737264637718804572e+00 -2.158127034707302272e+00 5.129768457220465660e+09
2.034351261166597880e+01 7.725727974369450842e-27 1.737259197458455695e+00 -2.127279620825472950e+00 5.024832827352080345e+09
2.076835446869666058e+01 8.300248803563205839e-27 1.737254029682112622e+00 -2.096389672397335868e+00 4.922043782949997902e+09
2.120206847120834581e+01 8.910985160564501826e-27 1.737249117292377854e+00 -2.065463624475512461e+00 4.821357413007369041e+09
2.164483989982754508e+01 9.560778376702323405e-27 1.737244444750646988e+00 -2.034508466604462384e+00 4.722730704770175934e+09
2.209685790447150566e+01 1.025025361008371888e-26 1.737239996983782619e+00 -2.003531768791386281e+00 4.626121525362408638e+09
2.255831558515224700e+01 1.098243785419396783e-26 1.737235760719957556e+00 -1.972540301852145683e+00 4.531488603787088394e+09
2.302941007446794330e+01 1.175479029202104012e-26 1.737231722146119095e+00 -1.941541013155740680e+00 4.438791513295491219e+09
2.351034262181709522e+01 1.257187303433162706e-26 1.737227868677162501e+00 -1.910540668495766647e+00 4.347990654117028236e+09
2.400131867937132668e+01 1.343451498550964429e-26 1.737224188927044555e+00 -1.879546526896832992e+00 4.259047236542400360e+09
2.450254798984359894e+01 1.434340969878801585e-26 1.737220671937526273e+00 -1.848564765016780687e+00 4.171923264352818489e+09
2.501424467608937263e+01 1.530081323874283039e-26 1.737217307699712165e+00 -1.817601862095484355e+00 4.086581518588206768e+09
2.553662733257888107e+01 1.630648226042280451e-26 1.737214086570416427e+00 -1.786664743532133448e+00 4.002985541647368431e+09
2.606991911877964085e+01 1.736207430498388503e-26 1.737210999469188000e+00 -1.755759896006070075e+00 3.921099621713568211e+09
2.661434785448927443e+01 1.847034717983454924e-26 1.737208038374979280e+00 -1.724893603444296764e+00 3.840888777498538494e+09
2.717014611715891093e+01 1.962862151756567140e-26 1.737205195307044203e+00 -1.694071825019421551e+00 3.762318743298654079e+09
2.773755134124933619e+01 2.084177207037983868e-26 1.737202462981141560e+00 -1.663301487010396817e+00 3.685355954356777191e+09
2.831680591966186711e+01 2.210909756046899475e-26 1.737199834752883199e+00 -1.632588589621412734e+00 3.609967532523551941e+09
2.890815730728741428e+01 2.343007647684700169e-26 1.737197304147910293e+00 -1.601938630687337550e+00 3.536121272212007046e+09
2.951185812671819164e+01 2.480717579564225370e-26 1.737194865300350832e+00 -1.571357436820791209e+00 3.463785626639478683e+09
3.012816627616683363e+01 2.623946829415113552e-26 1.737192512562553803e+00 -1.540850599794915343e+00 3.392929694350968838e+09
3.075734503963936461e+01 2.772908854838334932e-26 1.737190240732509272e+00 -1.510423607792271916e+00 3.323523206018202305e+09
3.139966319940892703e+01 2.927823312883279641e-26 1.737188045142246118e+00 -1.480082577258075460e+00 3.255536511508649826e+09
3.205539515083825108e+01 3.088386164593782559e-26 1.737185921277146772e+00 -1.449832473473608108e+00 3.188940567219214916e+09
3.272482101960021339e+01 3.254662109318997662e-26 1.737183864846613801e+00 -1.419678108737084665e+00 3.123706923668882370e+09
3.340822678134615131e+01 3.426765783986405797e-26 1.737181871775373088e+00 -1.389624225201703922e+00 3.059807713345243931e+09
3.410590438387336576e+01 3.604849216156417608e-26 1.737179938439082250e+00 -1.359675681948935733e+00 2.997215638799628735e+09
3.481815187184390226e+01 3.788711437711428949e-26 1.737178061377445459e+00 -1.329838287869304914e+00 2.935903960985754013e+09
3.554527351410777669e+01 3.978485821485953671e-26 1.737176237349123964e+00 -1.300115360385965202e+00 2.875846487836933136e+09
