4.911448 0.500000 1.555007e-04 -3.619476e+01 2.655312e-02 1.000000e+00 
4.914343 0.500000 1.556405e-04 -3.619283e+01 2.655659e-02 1.000000e+00 
4.917241 0.500000 1.556929e-04 -3.619200e+01 2.657323e-02 1.000000e+00 
4.920140 0.500000 1.558148e-04 -3.619029e+01 2.657874e-02 1.000000e+00 
4.923041 0.500000 1.558792e-04 -3.618894e+01 2.659122e-02 1.000000e+00 
4.925944 0.500000 1.560158e-04 -3.618726e+01 2.659639e-02 1.000000e+00 
4.928848 0.500000 1.561003e-04 -3.618532e+01 2.660691e-02 1.000000e+00 
4.931755 0.500000 1.561929e-04 -3.618353e+01 2.661140e-02 1.000000e+00 
4.934662 0.500000 1.562076e-04 -3.618120e+01 2.662018e-02 1.000000e+00 
4.937572 0.500000 1.562301e-04 -3.617929e+01 2.662390e-02 1.000000e+00 
4.940483 0.500000 1.562327e-04 -3.617676e+01 2.663109e-02 1.000000e+00 
4.943396 0.500000 1.562390e-04 -3.617474e+01 2.663412e-02 1.000000e+00 
4.946311 0.500000 1.562391e-04 -3.617205e+01 2.663991e-02 1.000000e+00 
4.949227 0.500000 1.562392e-04 -3.616986e+01 2.664220e-02 1.000000e+00 
4.952145 0.500000 1.562347e-04 -3.616691e+01 2.664634e-02 1.000000e+00 
4.955065 0.500000 1.562245e-04 -3.616449e+01 2.664773e-02 1.000000e+00 
4.957987 0.500000 1.562050e-04 -3.616129e+01 2.665022e-02 1.000000e+00 
4.960910 0.500000 1.561725e-04 -3.615871e+01 2.665084e-02 1.000000e+00 
4.963835 0.500000 1.561182e-04 -3.615535e+01 2.665181e-02 1.000000e+00 
4.966762 0.500000 1.560325e-04 -3.615281e+01 2.665187e-02 1.000000e+00 
4.969691 0.500000 1.559034e-04 -3.614953e+01 2.665189e-02 1.000000e+00 
4.972621 0.500000 1.557228e-04 -3.614684e+01 2.665062e-02 1.000000e+00 
4.975553 0.500000 1.554916e-04 -3.614321e+01 2.664845e-02 1.000000e+00 
4.978486 0.500000 1.552207e-04 -3.614058e+01 2.664589e-02 1.000000e+00 
4.981422 0.500000 1.549197e-04 -3.613747e+01 2.664343e-02 1.000000e+00 
4.984359 0.500000 1.545913e-04 -3.613509e+01 2.663979e-02 1.000000e+00 
4.987298 0.500000 1.542303e-04 -3.613185e+01 2.663513e-02 1.000000e+00 
4.990238 0.500000 1.538274e-04 -3.612958e+01 2.662986e-02 1.000000e+00 
4.993181 0.500000 1.533685e-04 -3.612693e+01 2.662460e-02 1.000000e+00 
4.996125 0.500000 1.528459e-04 -3.612527e+01 2.661828e-02 1.000000e+00 
4.999071 0.500000 1.522624e-04 -3.612313e+01 2.661110e-02 1.000000e+00 
5.002018 0.500000 1.516333e-04 -3.612218e+01 2.660328e-02 1.000000e+00 
5.004967 0.500000 1.509680e-04 -3.612101e+01 2.659510e-02 1.000000e+00 
5.007918 0.500000 1.502649e-04 -3.612072e+01 2.658549e-02 1.000000e+00 
5.010871 0.500000 1.495128e-04 -3.612052e+01 2.657500e-02 1.000000e+00 
5.013826 0.500000 1.486974e-04 -3.612105e+01 2.656402e-02 1.000000e+00 
5.016782 0.500000 1.478050e-04 -3.612216e+01 2.655299e-02 1.000000e+00 
5.019740 0.500000 1.468324e-04 -3.612371e+01 2.654000e-02 1.000000e+00 
5.022700 0.500000 1.457954e-04 -3.612626e+01 2.652740e-02 1.000000e+00 
5.025661 0.500000 1.446868e-04 -3.612975e+01 2.651279e-02 1.000000e+00 
5.028624 0.500000 1.434988e-04 -3.613426e+01 2.649748e-02 1.000000e+00 
5.031589 0.500000 1.422185e-04 -3.614036e+01 2.648141e-02 1.000000e+00 
5.034556 0.500000 1.408225e-04 -3.614736e+01 2.646403e-02 1.000000e+00 
5.037524 0.500000 1.392924e-04 -3.615616e+01 2.644568e-02 1.000000e+00 
5.040495 0.500000 1.376222e-04 -3.616681e+01 2.642709e-02 1.000000e+00 
5.043467 0.500000 1.358012e-04 -3.617927e+01 2.640636e-02 1.000000e+00 
5.046440 0.500000 1.338128e-04 -3.619397e+01 2.638532e-02 1.000000e+00 
5.049416 0.500000 1.316141e-04 -3.621121e+01 2.636249e-02 1.000000e+00 
5.052393 0.500000 1.291608e-04 -3.623147e+01 2.633933e-02 1.000000e+00 
5.055372 0.500000 1.263991e-04 -3.625527e+01 2.631534e-02 1.000000e+00 
5.058353 0.500000 1.232653e-04 -3.628215e+01 2.628971e-02 1.000000e+00 
5.061335 0.500000 1.196867e-04 -3.631467e+01 2.626111e-02 1.000000e+00 
5.064319 0.500000 1.155808e-04 -3.635443e+01 2.623481e-02 1.000000e+00 
5.067305 0.500000 1.109458e-04 -3.639737e+01 2.620668e-02 1.000000e+00 
5.070293 0.500000 1.060328e-04 -3.643974e+01 2.617724e-02 1.000000e+00 
5.073283 0.500000 1.012900e-04 -3.648033e+01 2.615224e-02 1.000000e+00 
5.076274 0.500000 9.717691e-05 -3.651446e+01 2.612844e-02 1.000000e+00 
5.079267 0.500000 9.418388e-05 -3.654148e+01 2.610368e-02 1.000000e+00 
5.082262 0.500000 9.299601e-05 -3.656597e+01 2.608353e-02 1.000000e+00 
5.085259 0.500000 9.289608e-05 -3.658908e+01 2.606355e-02 1.000000e+00 
5.088257 0.500000 9.284572e-05 -3.661136e+01 2.604329e-02 1.000000e+00 
5.091257 0.500000 9.261266e-05 -3.663458e+01 2.602555e-02 1.000000e+00 
5.094259 0.500000 9.214552e-05 -3.665643e+01 2.600807e-02 1.000000e+00 
5.097263 0.500000 9.151766e-05 -3.667669e+01 2.599005e-02 1.000000e+00 
5.100268 0.500000 9.083999e-05 -3.669692e+01 2.597539e-02 1.000000e+00 
5.103275 0.500000 9.018652e-05 -3.671503e+01 2.595928e-02 1.000000e+00 
5.106284 0.500000 8.961025e-05 -3.673177e+01 2.594415e-02 1.000000e+00 
5.109295 0.500000 8.912601e-05 -3.674891e+01 2.593191e-02 1.000000e+00 
5.112307 0.500000 8.868470e-05 -3.676367e+01 2.591816e-02 1.000000e+00 
5.115322 0.500000 8.822272e-05 -3.677801e+01 2.590555e-02 1.000000e+00 
5.118338 0.500000 8.768965e-05 -3.679235e+01 2.589606e-02 1.000000e+00 
5.121356 0.500000 8.708188e-05 -3.680403e+01 2.588327e-02 1.000000e+00 
5.124375 0.500000 8.647085e-05 -3.681550e+01 2.587408e-02 1.000000e+00 
5.127397 0.500000 8.590928e-05 -3.682689e+01 2.586597e-02 1.000000e+00 
5.130420 0.500000 8.540941e-05 -3.683501e+01 2.585539e-02 1.000000e+00 
5.133445 0.500000 8.498352e-05 -3.684412e+01 2.584705e-02 1.000000e+00 
5.136472 0.500000 8.461660e-05 -3.685244e+01 2.584091e-02 1.000000e+00 
5.139500 0.500000 8.426113e-05 -3.685887e+01 2.583085e-02 1.000000e+00 
5.142531 0.500000 8.389234e-05 -3.686585e+01 2.582536e-02 1.000000e+00 
5.145563 0.500000 8.350210e-05 -3.687236e+01 2.581923e-02 1.000000e+00 
5.148597 0.500000 8.313093e-05 -3.687655e+01 2.581160e-02 1.000000e+00 
5.151632 0.500000 8.283145e-05 -3.688182e+01 2.580708e-02 1.000000e+00 
5.154670 0.500000 8.258867e-05 -3.688631e+01 2.580253e-02 1.000000e+00 
5.157709 0.500000 8.236579e-05 -3.688892e+01 2.579639e-02 1.000000e+00 
5.160750 0.500000 8.214218e-05 -3.689321e+01 2.579328e-02 1.000000e+00 
5.163793 0.500000 8.191634e-05 -3.689595e+01 2.578976e-02 1.000000e+00 
5.166838 0.500000 8.168815e-05 -3.689826e+01 2.578482e-02 1.000000e+00 
5.169884 0.500000 8.148083e-05 -3.690062e+01 2.578307e-02 1.000000e+00 
5.172932 0.500000 8.128734e-05 -3.690253e+01 2.577940e-02 1.000000e+00 
5.175983 0.500000 8.111654e-05 -3.690362e+01 2.577701e-02 1.000000e+00 
5.179034 0.500000 8.093739e-05 -3.690542e+01 2.577470e-02 1.000000e+00 
5.182088 0.500000 8.073944e-05 -3.690580e+01 2.577327e-02 1.000000e+00 
5.185143 0.500000 8.052581e-05 -3.690622e+01 2.577221e-02 1.000000e+00 
5.188201 0.500000 8.033291e-05 -3.690607e+01 2.577199e-02 1.000000e+00 
5.191260 0.500000 8.014570e-05 -3.690569e+01 2.577145e-02 1.000000e+00 
5.194321 0.500000 7.995871e-05 -3.690478e+01 2.577149e-02 1.000000e+00 
5.197383 0.500000 7.975035e-05 -3.690386e+01 2.577180e-02 1.000000e+00 
5.200448 0.500000 7.954309e-05 -3.690231e+01 2.577241e-02 1.000000e+00 
5.203514 0.500000 7.934612e-05 -3.690064e+01 2.577318e-02 1.000000e+00 
5.206582 0.500000 7.915966e-05 -3.689845e+01 2.577450e-02 1.000000e+00 
5.209652 0.500000 7.895915e-05 -3.689604e+01 2.577591e-02 1.000000e+00 
5.212724 0.500000 7.876462e-05 -3.689309e+01 2.577794e-02 1.000000e+00 
5.215797 0.500000 7.858002e-05 -3.688996e+01 2.578027e-02 1.000000e+00 
5.218873 0.500000 7.840293e-05 -3.688618e+01 2.578298e-02 1.000000e+00 
5.221950 0.500000 7.822407e-05 -3.688239e+01 2.578605e-02 1.000000e+00 
5.225029 0.500000 7.805283e-05 -3.687800e+01 2.578934e-02 1.000000e+00 
5.228109 0.500000 7.787794e-05 -3.687350e+01 2.579292e-02 1.000000e+00 
5.231192 0.500000 7.771199e-05 -3.686845e+01 2.579698e-02 1.000000e+00 
5.234276 0.500000 7.754834e-05 -3.686323e+01 2.580115e-02 1.000000e+00 
5.237363 0.500000 7.738329e-05 -3.685755e+01 2.580588e-02 1.000000e+00 
5.240451 0.500000 7.721153e-05 -3.685166e+01 2.581088e-02 1.000000e+00 
5.243540 0.500000 7.704801e-05 -3.684518e+01 2.581648e-02 1.000000e+00 
5.246632 0.500000 7.688053e-05 -3.683867e+01 2.582254e-02 1.000000e+00 
5.249726 0.500000 7.671926e-05 -3.683154e+01 2.582892e-02 1.000000e+00 
5.252821 0.500000 7.655087e-05 -3.682438e+01 2.583579e-02 1.000000e+00 
5.255918 0.500000 7.637832e-05 -3.681657e+01 2.584298e-02 1.000000e+00 
5.259017 0.500000 7.619579e-05 -3.680858e+01 2.585054e-02 1.000000e+00 
5.262118 0.500000 7.602552e-05 -3.680003e+01 2.585853e-02 1.000000e+00 
5.265221 0.500000 7.584730e-05 -3.679123e+01 2.586654e-02 1.000000e+00 
5.268325 0.500000 7.566495e-05 -3.678190e+01 2.587521e-02 1.000000e+00 
5.271431 0.500000 7.546238e-05 -3.677232e+01 2.588404e-02 1.000000e+00 
5.274539 0.500000 7.525465e-05 -3.676214e+01 2.589329e-02 1.000000e+00 
5.277649 0.500000 7.502940e-05 -3.675184e+01 2.590302e-02 1.000000e+00 
5.280761 0.500000 7.478848e-05 -3.674091e+01 2.591278e-02 1.000000e+00 
5.283875 0.500000 7.451864e-05 -3.672991e+01 2.592316e-02 1.000000e+00 
5.286990 0.500000 7.424104e-05 -3.671835e+01 2.593345e-02 1.000000e+00 
5.290108 0.500000 7.395765e-05 -3.670656e+01 2.594397e-02 1.000000e+00 
5.293227 0.500000 7.369487e-05 -3.669445e+01 2.595447e-02 1.000000e+00 
5.296348 0.500000 7.346761e-05 -3.668217e+01 2.596477e-02 1.000000e+00 
5.299471 0.500000 7.331406e-05 -3.666975e+01 2.597485e-02 1.000000e+00 
5.302595 0.500000 7.324118e-05 -3.665743e+01 2.598471e-02 1.000000e+00 
5.305722 0.500000 7.322809e-05 -3.664503e+01 2.599433e-02 1.000000e+00 
5.308850 0.500000 7.320813e-05 -3.663275e+01 2.600435e-02 1.000000e+00 
5.311980 0.500000 7.315999e-05 -3.661988e+01 2.601475e-02 1.000000e+00 
5.315112 0.500000 7.310614e-05 -3.660663e+01 2.602657e-02 1.000000e+00 
5.318246 0.500000 7.309253e-05 -3.659229e+01 2.603980e-02 1.000000e+00 
5.321382 0.500000 7.309099e-05 -3.657711e+01 2.605507e-02 1.000000e+00 
5.324519 0.500000 7.309048e-05 -3.656068e+01 2.607246e-02 1.000000e+00 
5.327659 0.500000 7.309803e-05 -3.654327e+01 2.609166e-02 1.000000e+00 
5.330800 0.500000 7.310132e-05 -3.652486e+01 2.611262e-02 1.000000e+00 
5.333943 0.500000 7.309918e-05 -3.650601e+01 2.613448e-02 1.000000e+00 
5.337088 0.500000 7.308880e-05 -3.648653e+01 2.615694e-02 1.000000e+00 
5.340235 0.500000 7.307056e-05 -3.646702e+01 2.618004e-02 1.000000e+00 
5.343384 0.500000 7.305068e-05 -3.644695e+01 2.620328e-02 1.000000e+00 
5.346534 0.500000 7.303529e-05 -3.642698e+01 2.622735e-02 1.000000e+00 
5.349687 0.500000 7.302212e-05 -3.640632e+01 2.625187e-02 1.000000e+00 
5.352841 0.500000 7.300799e-05 -3.638547e+01 2.627737e-02 1.000000e+00 
5.355997 0.500000 7.299173e-05 -3.636406e+01 2.630373e-02 1.000000e+00 
5.359155 0.500000 7.297665e-05 -3.634225e+01 2.633065e-02 1.000000e+00 
5.362315 0.500000 7.296786e-05 -3.632005e+01 2.635846e-02 1.000000e+00 
5.365477 0.500000 7.296271e-05 -3.629750e+01 2.638666e-02 1.000000e+00 
5.368640 0.500000 7.295989e-05 -3.627439e+01 2.641573e-02 1.000000e+00 
5.371806 0.500000 7.295892e-05 -3.625111e+01 2.644567e-02 1.000000e+00 
5.374973 0.500000 7.295876e-05 -3.622724e+01 2.647559e-02 1.000000e+00 
5.378142 0.500000 7.296324e-05 -3.620354e+01 2.650670e-02 1.000000e+00 
5.381313 0.500000 7.297330e-05 -3.617911e+01 2.653785e-02 1.000000e+00 
5.384486 0.500000 7.298763e-05 -3.615466e+01 2.657016e-02 1.000000e+00 
5.387661 0.500000 7.300885e-05 -3.612974e+01 2.660314e-02 1.000000e+00 
5.390838 0.500000 7.303648e-05 -3.610444e+01 2.663665e-02 1.000000e+00 
5.394016 0.500000 7.306392e-05 -3.607909e+01 2.667099e-02 1.000000e+00 
5.397197 0.500000 7.309136e-05 -3.605343e+01 2.670521e-02 1.000000e+00 
5.400379 0.500000 7.312575e-05 -3.602759e+01 2.673996e-02 1.000000e+00 
5.403563 0.500000 7.315996e-05 -3.600165e+01 2.677534e-02 1.000000e+00 
5.406749 0.500000 7.319087e-05 -3.597496e+01 2.681100e-02 1.000000e+00 
5.409937 0.500000 7.322409e-05 -3.594834e+01 2.684805e-02 1.000000e+00 
5.413127 0.500000 7.325457e-05 -3.592124e+01 2.688468e-02 1.000000e+00 
5.416318 0.500000 7.328087e-05 -3.589441e+01 2.692206e-02 1.000000e+00 
5.419512 0.500000 7.330642e-05 -3.586738e+01 2.695928e-02 1.000000e+00 
5.422707 0.500000 7.333528e-05 -3.584006e+01 2.699714e-02 1.000000e+00 
5.425905 0.500000 7.336276e-05 -3.581258e+01 2.703596e-02 1.000000e+00 
5.429104 0.500000 7.338418e-05 -3.578469e+01 2.707505e-02 1.000000e+00 
5.432305 0.500000 7.340267e-05 -3.575692e+01 2.711411e-02 1.000000e+00 
5.435508 0.500000 7.342588e-05 -3.572916e+01 2.715379e-02 1.000000e+00 
5.438713 0.500000 7.345187e-05 -3.570116e+01 2.719281e-02 1.000000e+00 
5.441920 0.500000 7.347778e-05 -3.567310e+01 2.723315e-02 1.000000e+00 
5.445128 0.500000 7.349980e-05 -3.564486e+01 2.727308e-02 1.000000e+00 
5.448339 0.500000 7.352177e-05 -3.561639e+01 2.731346e-02 1.000000e+00 
5.451551 0.500000 7.354585e-05 -3.558839e+01 2.735398e-02 1.000000e+00 
5.454766 0.500000 7.357476e-05 -3.555989e+01 2.739427e-02 1.000000e+00 
5.457982 0.500000 7.360911e-05 -3.553179e+01 2.743481e-02 1.000000e+00 
5.461200 0.500000 7.364425e-05 -3.550349e+01 2.747591e-02 1.000000e+00 
5.464420 0.500000 7.368002e-05 -3.547516e+01 2.751615e-02 1.000000e+00 
5.467642 0.500000 7.372089e-05 -3.544700e+01 2.755749e-02 1.000000e+00 
